title,url,Location,Price,Area,NumberBed,NumberToilet,Image,MatTien,DuongVao,SoTang,Description,Investor,timePost,Phone
" HOT! 10 LÔ BT KHU A AN VƯỢNG VILLAS DT 160M2, RA HÀNG LẦN ĐẦU GIÁ TỐT ĐẦU TƯ, QUẦN THỂ ĐỒNG BỘ",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-quang-dao-phuong-duong-noi-prj-an-vuong-villas/hot-10-lo-dt-160m2-khu-a-ra-hg-l-dau-gia-tot-nhat-thi-truong-pr27770830,"
        Dự án An Vượng Villas, Đường Lê Quang Đạo, Phường Dương Nội, Hà Đông, Hà Nội
    ",Thỏa thuận,160 m²,5 PN,5 (phòng),https://file4.batdongsan.com.vn/resize/745x510/2020/11/12/20201112164348-0a41_wm.jpg,9 (m),12 (m),4 (tầng),"
                Hiện tại Tôi đã có đầy đủ thông tin chi tiết quỹ căn biệt thự An Vượng Villas - Khu biệt thự Dương Nội, Hà Đông chuẩn bị ra hàng trong tháng 11/2020, quỹ căn đa dạng các dòng diện tích với các phân khúc giá khác nhau: 160m2, 164,8m2, 180m2, 225m2 thuộc các tiểu khu A, B, C và D.Đẹp nhất là quỹ căn Khu A lần đầu ra mắt với nhiều vị trí đẹp thoáng đáp ứng yêu cầu để ở của khách hàng.- A01 - 65: 159,64m2 - Vị trí giáp căn góc, view nhìn vườn hoa căn góc thoáng 2 bên, đường 11,5m.- A01 - 75: 175,67m2 - Vị trí thoáng giáp ngã 3 giao đường, đường trước nhà rộng 15,5m.- A01 - 80: 176,6m2 - Vị trí thoáng giáp ngã 3 thoáng đường, view vườn hoa, đường rộng 20m.- A01 - 84: 189m2 - Vị trí thoáng giáp ngã 3 đường, view vườn hoa đường rộng.- A01 - 57: 180m2 - Vị trí view vườn hoa, đường đôi 20,5m.- A04 - 02: 180m2 - Vị trí áp căn góc ngã 3 đường thoáng hướng Tây Bắc.- A03 - 08: 180m2 - Vị trí áp căn góc ngã 3 đường thoáng hướng Đông Nam.- B01 - 21: 189m2 - Vị trí áp căn góc ngã 3 đường thoáng hướng Đông Nam.- B01 - 02: 189m2 - Vị trí áp căn góc ngã 4 đường 17,5m hướng Tây Bắc.- B01 - 10: 189m2 - Vị trí áp căn góc ngã 4 đường 28,5m và 17,5m hướng Tây Bắc.Hiện tại đã có vị trí căn chính thức và cụ thể cũng như đã có giá dự kiến chuẩn 99% - khách hàng quan tâm chọn căn đẹp, tham khảo giá và đặt chỗ ưu tiên vui lòng liên hệ: 0904562855 hoặc 0946873883.Cam kết những thông tin tôi mang tới cho quý vị là thông tin chính xác và thực tế.
            ",Công ty CP Tập đoàn Nam Cường Hà Nội,12/11/2020,0971009323
" HÀNG HOT NHẤT XANH VILLAS - LÔ GÓC MẶT SUỐI THIẾT KẾ MỚI NHẤT DỰ ÁN GIÁ CHỈ 7,4 TỶ",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-21-1-xa-tien-xuan-prj-xanh-villas/hang-hot-nhat-lo-goc-mat-suoi-thiet-moi-nhat-du-an-gia-chi-7-4-ty-pr27754185,"
        Dự án Xanh Villas, Đường 21, Xã Tiến Xuân, Thạch Thất, Hà Nội
    ",7.4 tỷ,212 m²,3 PN,,https://file4.batdongsan.com.vn/resize/745x510/2020/11/12/20201112164513-7ad1_wm.jpg,15 (m),11.50 (m),2 (tầng),"
                Biệt thự song lập đã có sổ đỏ mặt suối Xanh Villas.- Liên hệ: 081.559.3668.- Diện tích đất 212m2, mặt tiền 15m, sâu 14,1m.- Ô đất vuông vắn, đảm bảo không thóp hậu.- Cửa chính Đông Bắc, hông nhà Đông Nam giúp nhà luôn thoáng mát tràn đầy vượng khí.- Cạnh bên là đảo Cọ thơ mộng là thiên đường để nướng BBQ.- Khoảng cách rất gần ra đường dạo bộ ven suối nhưng vẫn đảm bảo riêng tư.- Xây 2 tầng, 1 tum.- Tổng diện tích xây dựng: 248.8m2.- Bàn giao thô, hoàn thiện mặt ngoài và cảnh quaN.- Giá bán 7,4 tỷ.- Sổ đỏ lâu dài: Diện tích đất sử dụng full.* Chính sách bán hàng.- Tặng 2 năm miễn phí dịch vụ quản lý căn hộ.- Tặng gói trải nghiệm 200tr.- Ngân hàng hỗ trợ giải ngân cho vay 65% lãi suất 0% trong 24 tháng. Ân hạn gốc và miễn phí trả nợ trước hạn.Ms Yến 081.559.3668.
            ",Công ty TNHH Bất Động Sản Xuân Cầu,12/11/2020,0815593668
" BÁN NHÀ MẶT PHỐ TÂN MAI, 95M2, GIÁ CHỈ 7 TỶ ĐỒNG, LH 0976.49.11.88",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tan-mai-phuong-thinh-liet-prj-louis-city-hoang-mai/ban-mat-pho-95m2-gia-chi-7-ty-dong-lh-0976-49-11-88-pr27349886,"
        Dự án Louis City Hoàng Mai, Đường Tân Mai, Phường Thịnh Liệt, Hoàng Mai, Hà Nội
    ",75 triệu/m²,95 m²,0,,https://file4.batdongsan.com.vn/resize/745x510/2020/10/09/20201009105149-12ff_wm.jpg,,17.50 (m),5 (tầng),"
                Bán nhà mặt phố Tân Mai, 95m2 giá chỉ 7 tỷ đồng, LH 0976.49.11.88.Giá chỉ từ 75tr/m2 anh chị có thể mua được căn nhà khu vực nào có thể kinh doanh buôn bán được, mà lại được nằm trong quần thể hạ tầng tiện ích siêu đẹp của 1 khu đô thị mới văn minh?- Hiện tại, tôi đang bán 01 lô liền kề DT 95m2, mặt đường 17,5m, thuộc đường khu Louis 1, được xây nhà xây 5 tầng, lại được phép kinh doanh tại dự án Louis City Hoàng Mai trên trục đường Tân Mai 40m - đường Vành Đai 2.5 tiềm năng tăng giá cao.Một vài thông tin dự án:- Diện tích: 22.3ha.- Địa chỉ: Phường Hoàng Văn Thụ, Thịnh Liệt, Yên Sở, quận Hoàng Mai, Hà Nội.- Chủ đầu tư: Công ty cổ phần Đầu tư phát triển đô thị Hoàng Mai.- Nhà thầu: Hòa Bình Corporation.- Quy Mô:+ 681 căn nhà liền kề và biệt thự. (609 căn liền kề; 72 căn biệt thự).+ Liền kề: Mật độ xây dựng từ 74% đến 77%; xây 5 tầng không có hầm. (Cao 19.05m).+ Biệt thự: Mật độ xây dựng từ 44% đến 50%; xây 4 tầng có hầm (Cao 16.3m).- Mật độ xây dựng: 33%.* Pháp lý rõ ràng.- Dự kiến bàn giao: Quý 2/2021.- Anh/chị quan tâm liên hệ PKD để biết thông tin chi tiết: 0976.49.11.88.Thông tin pháp lý: Sổ đỏ vĩnh viễn.
            ",Tập đoàn Lã Vọng,11/11/2020,0976491188
" CHÍNH CHỦ CẦN BÁN NHÀ ĐẤT MẶT PHỐ LÊ TRỌNG TẤN, HÀ ĐÔNG",https://batdongsan.com.vn/ban-nha-mat-pho-pho-le-trong-tan-phuong-la-khe/chinh-chu-can-ban-ha-dong-pr27648615,"
        Phố Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội
    ",11.2 tỷ,81 m²,0,,https://file4.batdongsan.com.vn/resize/745x510/2020/11/03/20201103171451-deec.jpg,4 (m),,3 (tầng),"
                Cần bán nhà mặt phố Lê Trọng Tấn - Hà Đông, diện tích 81m2 - 3 tầng - giá 11, x tỷ.+ Vị trí nhà nằm trung tâm mặt phố Lê Trọng Tấn đường 56m vỉa hè rộng 8m, sổ đỏ phân lô, ô góc 2 mặt thoáng, đằng sau nở hậu có hành lang lấy sáng thông thoáng rộng 2m.+ Vị trí cực đẹp đối diện khu đô thị ParkCity, gần nhà chờ xe buýt nhanh BRT tuyến Yên Nghĩa - Kim Mã.+ Pháp lý chuẩn sổ đỏ chính chủ, vuông đẹp, nằm trong két sẵn sàng giao dịch ngay.Liên hệ 0865552368.
            ",,11/11/2020,0865552368
" CHỦ NHÀ BÁN BT VINHOMES RIVERSIDE KHU BẰNG LĂNG, HOA SỮA, HOA LAN, HOA PHƯỢNG 80 TRIỆU/M: 0917269796",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phuc-loi-prj-vinhomes-riverside/ban-cat-lo-royal-city-32tr-m2-so-do-vay-70-ls-0-thue-9tr-th-mp-dich-vu-0946528058-0976325668-pr25280371,"
        Dự án Vinhomes Riverside, Phường Phúc Lợi, Long Biên, Hà Nội
    ",80 triệu/m²,5 PN,0,5 (phòng),https://file4.batdongsan.com.vn/resize/745x510/2020/04/30/XGCHVV4L/20200430090924-7d6d_wm.jpg,8 (m),12 (m),5 (tầng),"
                Tôi đang ở tại Vinhomes Riverside, nên tôi tự tin mình là người tư vấn cũng như hỗ trợ cho bạn tốt nhất về những vấn đề liên quan đến mua bán, cho thuê, thiết kế thi công tại đây và tại chung cư Royal City 72A Nguyễn trãi Thanh xuân, Vinhomes 54A Nguyễn Chí Thanh, biệt thự Vinhomes Green Bay Mễ Trì, biệt thự Vinhomes Harmony, biệt thự Vinhomes Ocean Park Gia Lâm, Chung cư Metropolis 29 Liễu Giai.Tất cả đều đã có sổ đỏ và miễn phí dịch vụ 10 năm.https://chungcuroyalcityvn.comhttps://nagroup.vn/Quý khách vui lòng liên hệ: 0917269796 - 0915469759 (zalo, viber).https://nagroup.vn/I: Biệt thự Vinhomes Reverside Long Biên, Hà Nội:1) Hoa Sữa:- HS08 - 0X - 270m2 - nhà thô - đơn lập, Tây Bắc.- HS10 - XX: 500m2 - hoàn thiện rồi, ngã ba sông.- HS10 - XX: 280m2 - hoàn thiện rồi, hướng Tây Bắc.- HS01 - XX: 380m2 - hoàn thiện rồi, ngã ba sông view ra Almaz.- HS01 - XX: 410m2 - hoàn thiện rồi, ngã ba sông.- HS6 - XX: 370m2 - nhà thô, đơn lập góc đầu hồi, hướng Đông Nam.- HS05 - XX: 320m2 - nhà thô, đơn lập góc đầu hồi, hướng Tây Bắc.- HS07 - XX: 225m2 - nhà thô, song lập Đông Nam.- HS05 - XX: 257m2 - nhà thô, Tây Bắc.- HS11 - XX: 280m2 - hoàn thiện rồi.2) Hoa Lan:- HL03 - 250m2, hướng Tây Nam, hoàn thiện rồi.- HL03 - 252m2, hướng Tây Nam, nhà thô.- HL01 - 250m2 - nhà thô, hướng Tây Nam.- HL05 - 225m2 - hoàn thiện đẹp.- HL06 - 225m2 - Hoàn thiện rồi.- HL7 - thô - đã bán.- HL07 - 250m2 - hoàn thiện rồi.- HL8 - 270m2 - Nhà thô và hoàn thiện.3) Hoa Phượng:- HP01 - 310m2 - 400m2 - cả thô và hoàn thiện.- HP02 - 600m2 - thô.- HP03 - 300 - 380m2 - cả thô, cả hoàn thiện.- HP04 - XX: 230m2 - hoàn thiện rồi.- HP06 - XX: 300m2 - thô, góc đầu hồi.- HP07 - XX: 280m2 - đơn lập, thô,...- HP08 - XX: 226m2 - thô và hoàn thiện.4) Hoa Anh Đào:- AD02 - XX, AD 04 - XX - 162m2, thô - hướn đông bắc và hướng nam.- AD02, 03, 05, 06, 08 - 162m2, hoàn thiện rồi.- AD05 - XX: 250m2 - Vườn hoa trước nhà, thô.- AD09 - XX: 330m2 - 360m2 - hoàn thiện rồi.- AD09 - XX: 200m2 - Hoàn thiện đẹp.5) Bằng Lăng.- BL01 - XX: 600m2 - Thô, ngã ba sông.- BL02 - 505m2 - thô và hoàn thiện.- BL04 - 500M2 - hoàn thiện rồi.- BL05 - 400m2 - thô.- BL06 - 600m2 - hoàn thiện rồi, có cả căn thô.- BL09 - 520m2 - lô góc, thô.- BL12 - 510m2 - hoàn thiện rồi.Và còn khá nhiều các căn hộ và biệt thự cắt lỗ sâu hàng hiếm rất ngon bổ rẻ nữa mà chúng tôi chưa đưa lên theo yêu cầu của chủ nhà... Quý khách có nhu cầu mua thật sự hãy gọi ngay để chốt nhanh kẻo lỡ mất cơ hội, hi...!. Người mua sẽ gặp trực tiếp chủ nhà trao đổi thương lượng giá cả.Mọi thông tin chi tiết xin liên hệ: 0917269796 - 0915469759 (zalo, viber).
            ",Tập đoàn Vingroup,10/11/2020,0917269796
 HOT! 9 CĂN NGOẠI GIAO GIÁ ƯU ĐÃI. GALAXY 69 TỐ HỮU ĐÃ CÓ SỔ ĐỎ LH CHỌN CĂN 0824623333,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-van-phuc-1-prj-tsq-galaxy/hot-9-can-ngoai-giao-gia-uu-dai-69-da-co-so-do-lh-chon-can-0982251985-pr27732789,"
        Dự án TSQ Galaxy, Đường Tố Hữu, Phường Vạn Phúc, Hà Đông, Hà Nội
    ",Thỏa thuận,80 m²,0,,https://file4.batdongsan.com.vn/resize/745x510/2020/11/10/20201110095536-58ea_wm.jpg,,,,"
                GALAXY VẠN PHÚC - 69 TỐ HỮU.==========================Đã có Sổ Đỏ từng lô.Nhận nhà ngay, yên tâm chất lượng.----------------------1 SHOPHOUSE: 95m - 111m - 140m. Giá chỉ từ 25 tỷ - 32 tỷ/lô xây hoàn thiện mặt ngoài từ 3 đến 5 tầng.2 LIỀN KỀ: 83m - 94m. Giá chỉ từ 10,2 tỷ đến 15,1 tỷ/lô. Bàn giao hoàn thiện mặt ngoài 5 tầng.3 CHÍNH SÁCH THANH TOÁN.- Chiết khấu TT sớm 8%/năm.- Ngân hàng VCB hỗ trợ GN thương mại lên đến tối đa 70% GTCH.Tặng ngay bộ điều hòa Daikin trung tâm trị giá 260tr (nhận bằng hiện vật) cho 69 căn nhà Liền kề đặt mua đầu tiên tại dự án.Hotline: 0824623333.
            ",Công ty TSQ Việt Nam,10/11/2020,0824623333
" CHUYÊN BÁN LK, BT GELEXIMCO DT 75M2 - 80M2 - 87M2 - 120M2 - 240M2 - 350M2. 0989376961",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-le-trong-tan-phuong-duong-noi-prj-khu-do-thi-geleximco-le-trong-tan/chuyen-ban-lk-bt-dt-75m2-80m2-87m2-120m2-240m2-350m2-0911541368-pr25754834,"
        Dự án Geleximco Lê Trọng Tấn, Phố Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội
    ",50 triệu/m²,95 m²,0,,https://file4.batdongsan.com.vn/resize/745x510/2020/06/08/20200608172315-8260_wm.jpg,,,,"
                Khu vực: Bán nhà biệt thự, liền kề tại khu đô thị Geleximco - Lê Trọng Tấn - Quận Hà Đông - Hà Nội.Thông tin mô tả.Trân trọng gửi tới quý khách một cơ hội đầu tư, tiềm năng vô cùng tuyệt vời, với số vốn đầu tư nhỏ nhưng có cơ hội sinh lời cao.LH: Anh Thinh 0911541368 - Dự án Geleximco Lê Trọng Tấn đang được triển khai gấp rút xây dựng, kết nối nhiều tuyến giao thông thuận tiện cùng siêu thị Aeon cuối năm 2019 sẽ đi vào hoạt động.- Con đường Lê Trọng Tấn đầy tiềm năng điểm đầu từ Đại Lộ Thăng Long, qua các khu ĐT lớn chính của Hà Nội như: Geleximco, Dương Nội, Park City, Văn Phú, Phú Lương, Thanh Hà... Chạy thẳng ra Phủ Lý kết nối với Quốc lộ 1A.- Đặc biệt: Từ tháng 1/2109 DA Vinhomes smartcity gần 300ha tọa lạc tại sát cạnh toàn bộ khu A và B, khơi dậy tiềm năng vốn có của nó, hứa hẹn một cơ hội đầu tư đầy tiềm năng. Giá đất LK ở khu vực này chưa bằng giá đất trong ngõ 3m. Khu vực như Dương Nội, La Khê, La Dương...Sau đây là những thông tin mua bán hiện tại đang giao dịch, quý khách liên hệ trực tiếp để được tư vấn và dẫn đi thực địa miễn phí 100%.Hàng khu A: Mặt đường Lê Trọng Tấn:- Diện tích 160m2 giá từ 17 tỷ (cả nhà + đất).- Diện tích 120m2 giá từ 14,5 tỷ (cả nhà + đất).Đường nội bộ.- Diện tích 80m2: Giá từ 6 tỷ (cả nhà + đất).- Diện tích 104m2: Giá từ 6,5 tỷ (cả nhà + đất).- Diện tích 120m2: Giá 7.3 tỷ (cả nhà + đất).- Diện tích 160m2: Giá - 10,8 tỷ (cả nhà + đất).Hotline Mr Thịnh 0911541368 Mr Toán 0989376961.Hàng khu B:LK mặt đường 21m - trục chính dự án:- Diện tích 60m2 giá từ 65 tr/m2.Liền kề đường 13.5m:- Diện tích 60m2: Giá từ 50tr/m2.- Diện tích 90m2: Giá từ 48tr/m2.- Diện tích 120m2: Giá từ 35 tr/m2.LH: A Thịnh 0911541368.Hàng khu C:* Shophouse mặt lê trọng tấn giá từ 120tr/m2.LK mặt đường 25m:- Diện tích 114m2: Giá: Từ 65 tr/m2.Lk mặt đường 30m:- Diện tích 95m2: Giá: Từ 105 tr/m2, đường 30m ra siêu thị Aeon.- Diện tích 150m2, 200m2: Giá 50tr/m2.Lk đường nội bộ 13.5m:- Diện tích 75m2, giá từ 57tr/m2.- 80m2: Giá từ 53 triệu/m2.- Diện tích 95m2, 100m2: Giá từ 60tr/m2,114m2 giá từ 55tr/m2.- Diện tích 120m2, giá từ 45tr/m2.- 160m2: Giá: 48tr/m2.Hàng khu D:- Vị trí nhìn chung cư sau này buôn bán, cho thuê.SH mặt phố Lê Trọng Tấn: Giá từ 115 tr/m2.Liền kề mặt đường 25m - trục chính dự án:- Diện tích 144m2: Giá 55 tr/m2.Liền kề mặt đường nội bộ: 13,5m.- Diện tích 87m2: Giá từ 45 tr/m2.- Diện tích 108m2 - 114m2, 120m2: Giá từ 38tr/m2.- Diện tích 144m2, 160m2: Giá 37 tr/m2.- Biệt thự SL - ĐL từ 200m2 - 375m2 giá từ 35tr/m2 đất.LH: A Thịnh 0911541368 Mr Toán 0989376961.Cam kết thông tin minh bạch, rõ ràng, chi tiết, khách mua làm việc trực tiếp chủ đầu tư. Ngoài ra, chủ đầu tư nhận ký gửi mua bán liền kề biệt thự tại dự án, ra sổ đỏ nhanh.Liên hệ Mr Thịnh 0911541368. Mr Toán 0989376961.Thông tin chúng tôi cập nhật liên tục 24/7, quý khách vui lòng liên hệ trực tiếp để được tư vấn và dẫn đi xem thực địa miễn phí.
            ",Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,10/11/2020,0911541368
" HIM LAM VẠN PHÚC SHOPHOUSE 2 MT ĐƯỜNG TỐ HỮU, VỊ TRÍ CĂN ĐẸP, BẢNG GIÁ GỐC TỪ HIM LAM. 0938258878",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-van-phuc-1-prj-him-lam-van-phuc/-shophouse-2-mat-tien-vi-tri-can-dep-bang-gia-goc-tu-0938-pr27735350,"
        Dự án Him Lam Vạn Phúc, Đường Tố Hữu, Phường Vạn Phúc, Hà Đông, Hà Nội
    ",Thỏa thuận,84.5 m²,0,,https://file4.batdongsan.com.vn/resize/745x510/2020/11/10/20201110112057-9456_wm.jpg,6.50 (m),40 (m),,"
                * Hãy liên hệ trực tiếp phòng kinh doanh dự án để mua trực tiếp từ Him Lam.* Hãy liên hệ ngay để nhân viên của chính công ty Him Lam tư vấn cho quý khách, tư vấn chân thật và đầy đủ.Hotline: 0938 25 88 78 (Thái Hòa).Email: hoa.nguyen@himlamland.com- Hãy đăng ký ngay để chọn được các căn Shophouse 2 mặt tiền vị trí đẹp, vị trí góc từ rổ hàng của chính Him Lam.- Số Lượng căn cực hạn, thanh khoản rất nhanh, tiềm năng sinh lợi nhuận cực cao, kết nối mở về các khu vực đô thị sầm uất.- Giao nhà 6 tầng, khách mua để ở, đầu tư cho thuê kinh doanh, cho thuê văn phòng hoặc cả 3 trong 1 đều được. Lợi nhuận sinh lời cao.Nhận giữ chỗ đợt đầu tiên với vị trí góc, các căn đẹp nhất dự án.Thông tin chi tiết dự án:Phát triển dự án: Công ty Cổ phần kinh doanh địa ốc Him Lam.Tổng diện tích dự án: 7,1 ha.Quy mô dự án: 222 căn Shophouse với 2 mặt tiền trước và sau. Chia làm 3 phân khu A, B, C.Diện tích xây dựng: 2.4 ha.Mật độ xây dựng: 35,17%.Pháp lý hoàn chỉnh, sở hữu Sổ Hồng Lâu dài (vĩnh viễn).Xây hoàn thiện mặt ngoài 6 tầng, ốp đá tự nhiên mặt ngoài và ốp kính công năng tầng 1 và tầng 2, xây tường riêng, móng riêng, có chờ thang máy.Thiết kế: Xây dựng 6 tầng, mặt tiền 6,5m - 9.5m các căn Shophouse đều có 2 mặt tiền đường (Tối ưu trong việc sử dụng, ở, cho thuê kinh doanh, cho thuê văn phòng công ty).Tầng 1: Kinh doanh.Tầng 2: Kinh doanh.Tầng 3: Làm văn phòng làm Việc + Nhà bếp.Tầng 4: 01 phòng khách và phòng ngủ lớn.Tầng 5: 02 phòng ngủ lớn khép kín rộng rãi thoáng mát.Tầng 6: Làm sân thượng và phòng thờ.Diện tích trung bình: 84,5m2 - 91m2 - 126m2 (6,5x13m; 6,5x14m; 6,5x15m).* Giá bán và chính sách bán hàng: Liên hệ trực tiếp phòng kinh doanh dự án:Hotline: 0938 25 88 78.Email: hoa.nguyen@himlamland.com* Liên hệ để được tư vấn và xem thực tế dự án: 0938258878.* Vị trí: 34 đường Tố Hữu (Nguyễn Thanh Bình nối dài) phường Vạn Phúc quận Hà Đông, Hà Nội.* Dự án Him Lam Vạn Phúc liên kết trực tiếp đến trung tâm quần thể các khu đô thị mới như: KĐT Dương Nội, KĐT Văn Khê, KĐT An Hưng, Park City, Ngân Hà Vạn Phúc, Tera An Hưng được quy hoạch hạ tầng mới, đồng bộ.Dự án gần với một số cao ốc văn phòng và chung cư như: HN Landmark 51, Gold Silk Complex, HP Landmark Tower, giáp với trường Quốc tế Nhật Bản JIS tạo ra một môi trường sống dân trí cao, văn minh và hiện đại, dự án tiềm năng Him Lam Vạn Phúc hứa hẹn sẽ có những tiện ích đẳng cấp cho cư dân trong tương lai.Website:  http://canhohimlam.vn/him-lam-van-phucHotline: 0938258878.Mail: hoa.nguyen@himlamland.comĐịa chỉ chi tiết: Sàn Giao dịch Dự án Him Lam Vạn Phúc, Hà Đông, Hà Nội.
            ",Công ty CP Him Lam,10/11/2020,0938258878
" MỞ BÁN SHOP TMDV KHU HẢI ĐĂNG 9 - VINHOMES OCEAN PARK VỚI GIÁ CHỈ TỪ 8,6 TỶ/LÔ",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-da-ton-xa-da-ton-prj-vinhomes-ocean-park-gia-lam/mo-ban-shop-tmdv-khu-hai-dang-9-voi-chi-tu-8-6-ty-lo-pr27614225,"
        Dự án Vinhomes Ocean Park Gia Lâm, Đường Đa Tốn, Xã Đa Tốn, Gia Lâm, Hà Nội
    ",8.6 tỷ,104 m²,0,,https://file4.batdongsan.com.vn/resize/745x510/2020/10/31/20201031094356-0e24_wm.jpg,5.50 (m),,5 (tầng),"
                Cần bán lô shophouse TMDV dãy Hải Đăng 9 - Vinhomes Ocean Park.- Diện tích đất: 104m2.- Diện tích xây dựng: 308m2.- Hướng Tây Nam.Vị trí đắc địa, đối diện 4 tòa chung cư Ruby. Kết nối giao thông thuận tiện...Phù hợp cho thuê or kinh doanh: Ngân hàng, tài chính, vàng bạc đá quý, điện gia dụng, văn phòng phẩm, trung tâm giáo dục ngoại ngữ, nhà hàng, dịch vụ ăn uống, cà phê...Giá: 8,6 tỷ.Chính sách bán hàng:- Quà tặng voucher Vinfast 200tr.Tiến độ thanh toán:- Đặt cọc: 300tr/lô.- Ngân hàng hỗ trợ vay 65% lãi suất 0% trong 12 tháng.- Không vay được chiết khấu 5%.Bàn giao nhà: T4/2021.Liên hệ đặt mua lô vị trí đẹp nhất: 070 252 9999.
            ",,10/11/2020,0702529999
" BÁN 2 CĂN BIỆT THỰ AN PHÚ SHOP VILLA SUẤT NGOẠI GIAO GIÁ CŨ DT 180M2, 10.5 TỶ",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-duong-noi-prj-an-phu-shop-villa/b-2-c-suat-ngoai-giao-gia-cu-dt-180m2-10-5-ty-pr27732159,"
        Dự án An Phú Shop Villa, Phường Dương Nội, Hà Đông, Hà Nội
    ",10.5 tỷ,180 m²,0,,https://file4.batdongsan.com.vn/resize/745x510/2020/11/10/20201110093313-b8bb_wm.jpg,10 (m),,,"
                Bán 2 căn biệt thự giá và chính sách cũ rẻ và đẹp nhất khu An Phú Shop Villa KĐT Dương Nội.1. Căn DT 180m2, mặt tiền 10m.Đã có sổ đỏ, nhận nhà được ngay.Đơn giá chỉ 47 triệu/m2 đất.Giá bán: 10,5 tỷ.2. Căn 171m2. Mặt tiền 9.5m.View vườn hoa, chỉ cần thanh toán 30% nhận nhà.Căn duy nhất đã hoàn thiện tầng 1 có thể làm văn phòng hoặc cho thuê ngay.Giá bán 11.49 tỷ.Thiết kế nhà 2 mặt đường 11.5m và 8m vô cùng thoáng.Thuận tiện để ở, đầu tư, kinh doanh, cho thuê, làm công ty.Vị trí đắc địa, nằm trong quần thể KĐT Dương Nội rộng 197ha,Hệ thống hạ tầng tiện ích kết nối giao thông, trường học, bệnh viện đồng bộ.Gần TTTM Aeon Mall Nhật Bản, công viên 12ha.Quý khách xem thực tế liên hệ ngay: Mrs Thơm: 0934588929.
            ",Công ty CP Tập đoàn Nam Cường Hà Nội,10/11/2020,0934588929
